IncidentDetailSummary,Source,Subject
Revisión de equipo con inventario número 38909 a nombre de Juan Flores Galicia,Correo-e,Revisión de equipo con inventario número 38909 a nombre de Juan Flores Galicia
Revisión equipo de computo con número de inventario 44729,Correo-e,Revisión equipo de computo con número de inventario 44729
Pantalla Azul equipo con número de inventario 38884 a nombre de Sandra Edith Pascual López,Correo-e,Pantalla Azul equipo con número de inventario  38884 a nombre de Sandra Edith Pascual López
problemas con el teams no puede unirse a las conferencias,Teléfono,problemas con el teams
Revisión equipo con número de inventario 51252 a nombre de José Manuel Fuentes Guerrero,Correo-e,Revisión equipo con número de inventario 51252 a nombre de José Manuel Fuentes Guerrero
problemas con el teams no se puede conectar a las conferencias,Teléfono,problemas con el teams
"Buena tarde, solicito su apoyo a fin de que se revise el equipo con número de inventarios 47286, debido a que ha tenido las fallas que se mencionan en el correo que antecede. Asimismo, se anexan captura de pantalla de los errores",Correo-e,Fallas en el equipo de cómputo 47286
Problemas con el Internet,Teléfono,Problemas con el Internet
Equipo se apaga,Teléfono,Equipo se apaga
Problemas con el TEAMS,Teléfono,Problemas con el TEAMS
Revisión equipo con número de inventario 39641 a nombre de Selina Valencia Martínez,Correo-e,Revisión equipo con número de inventario 39641 a nombre de Selina Valencia Martínez
el usuario arturo tapia larios no puede abrir los pdf invnetario 47231,Teléfono,el usuario arturo tapia larios no puede abrir los pdf
La usuaria Estephanie Arroyo no se puede conectar al global,Teléfono,La usuaria Estephanie Arroyo no se puede conectar al global
Activación de windows,Ventanilla,Activación de windows
Actualización VPN a nombre de Nancy Torres Madrigal equipo con inventario número 55083,Correo-e,Actualización VPN
"Problemas con teclado

inv: 46478",Ventanilla,Problemas con teclado
Configuración Global Protect,Ventanilla,Configuración Global Protect
"Problemas con equipo que se traba

PISO 8

EQUIPO DE ESCRITORIO

ALA SUR A

GOBIERNO Y FINANZAS",Teléfono,Problemas con equipo que se traba
reporta que no tiene red no puede abrir paginas se encuentra en el piso 2 de coyoacan,Teléfono,reporta que no tiene red
Revisión equipo con número de inventario 51659 a nombre de Jessica Pérez Padilla,Correo-e,Revisión equipo con número de inventario 51659 a nombre de Jessica Pérez Padilla
El usuario Norma Laura Espejel no se puede conectar al global protect,Teléfono,El usuario Norma Laura Espejel no se puede conectar al global protect
Problemas con office y ADOBE,Teléfono,Problemas con office y ADOBE
Fijación de contraseña,Ventanilla,Fijación de contraseña
no puede enviar mensajeria por mexpost se queda en el proceso,Teléfono,no puede enviar mensajeria por mexpost
"Requiero de su apoyo, ya que al intentar acceder a la aplicación de Teams, me aparece la siguiente ventana:",Correo-e,apoyo para acceder al trams
"Buena tarde, se solicita la revisión del equipo 47124 a resguardo de Alberto Arroyo Montes de Oca (8847), a raíz de la baja de Licencia de Nitro y del curso de Gestor PDF se desconfiguro Acrobat.",Correo-e,revisión equipo 47124
Falla en teams,Teléfono,Falla en Teams
no puede ingresar al SIA,Teléfono,no puede ingresar al SIA
"Solicito su apoyo para poder brindar soporte técnico al equipo con número de inventario 44746, que esta teniendo inconvenientes con el programa ADOBE ACROBAT ya que el mismo al abrir se pasma o muestra la siguiente pantalla emergente:

inv. 44746",Correo-e,Problemas con Adobe Acrobat
No puede ingresar a un curso de ICADEFIS,Teléfono,No puede ingresar a un curso de ICADEFIS
Fijación de contraseña,Teléfono,Fijación de contraseña
Revisión equipo con número de inventario 44984 a nombre de Mkriam Cuevas Castillo,Correo-e,Revisión equipo con número de inventario 44984 a nombre de Mkriam Cuevas Castillo
one drive no se sincroniza,Correo-e,one drive no se sincroniza
problemas con el equipo 46991 se salió de dominio y tiene problemas con el acrobat,Teléfono,problemas con el equipo 46991
no se puede conectar a teams en una conferencia,Correo-e,no se puede conectar a teams en una conferencia
no se puede conectar a una platica de teams,Teléfono,no se puede conectar a una platica de teams
"vmduran@asf.gob.mx equipo de escritorio

mjvargas@asf.gob.mx equipo portátil

lsuarez@asf.gob.mx equipo de escritorio",Correo-e,problemas con el teams al querer entrar a una platica
Desbloqueo de contraseña,Teléfono,Desbloqueo de Contraseña
"solicito apoyo con mi equipo de cómputo ya que no reconoce los lectores de disco externos.

Además de que presenta cierta lentitud el equipo.

INV: 38887",Correo-e,No reconoce los lectores de disco externos
no puede ingresar al SIA /OASF,Teléfono,no puede ingresar al SIA
"Buenos días, para solicitar su apoyo para que el Lic. Sebastián pueda conectarle vía remota, ya que le parece un mensaje de error, gracias",Correo-e,no se puede conectar la global protect
"Solicitamos su apoyo para el ingreso a la red de la maquina 44859, perteneciente a Yesenia Sanchez Patiño, que el día de ayer no la dejaba acceder (imagen 1), hoy conectada con cable de red le aparece la imagen 2, por lo que agradeceremos su apoyo para que se pueda usar el equipo. revisión de VPN",Correo-e,Solicitud de ingreso al dominio del equipo 44859
"solicito su apoyo a fin de atender en el área de sistemas el equipo que me asignaron con número de inventario 46988, debido a que el teclado no funciona bien y ocasionalmente cuándo dicho equipo se sobrecalienta, no se puede manejar.

Lo anterior, debido a que por accidente, cayo liquido sobre el equipo en cuestión.",Correo-e,Se solicita atentamente reparación de equipo
Revisión del equipo con número de inventario 38238 a nombre de Ernesto Casillas Díaz.,Correo-e,Revisión del equipo con número de inventario 38238
Presenta problemas con su teléfono cisco con inventario 32593 no escucha mucho ruido,Teléfono,Presenta problemas con su teléfono cisco con inventario 32593 no escucha mucho ruido
Fijación de contraseña,Ventanilla,Fijación de contraseña
"Reporta no poder iniciar sesión en pantalla de cifrado, le arroja solicitud de PIN",Ventanilla,Reporta no poder iniciar sesión en pantalla de cifrado
"Con la molestia de solicitar su apoyo para la lap top del Lic. Jesús González Díaz, Director de Contratos y Convenios, ya que tiene problemas con internet, si fueran tan gentiles en apoyarlo por favor.",Correo-e,tiene problemas con internet
Problemas en la visualización de los informes de Auditoria,Teléfono,Problemas en la visualización de los informes de Auditoria
Error en pantalla volante de correspondencia,Teléfono,Error  en pantalla volante de correspondencia
el usuario no se puede conectar al global protect en el equipo,Ventanilla,el usuario no se puede conectar al global protect
el usuario Maria Virginia Juarez no se puede conectar a global protect,Teléfono,el usuario Maria Virginia Juarez no se puede conectar a global protect
Problemas con contraseña y rendimiento del equipo debido a Unidad C en rojo equipo con inventario número 44788,Ventanilla,Problemas con contraseña y rendimiento del equipo debido a Unidad C en rojo equipo con inventario número 44788
Problemas en el Acrobat se pasma equipo con inventario número 47373 a nombre de Edgar Brugada Ponce,Correo-e,Problemas en el Acrobat se pasma equipo con inventario número  47373 a nombre de Edgar Brugada Ponce
reporta que el equipo esta fuera de dominio,Teléfono,reporta que el equipo esta fuera de dominio
Personalización equipo con número de inventario 38285 a nombre de Kevin Ali Carrillo Reyes,Correo-e,Personalización equipo con número de inventario 38285 a nombre de Kevin Ali Carrillo Reyes
Revisión equipo con número de inventario 39657,Ventanilla,Revisión equipo con número de inventario 39657
"Usuario Maria Guadalupe Quevedo Jimenez

Número de empleado 9980

Problema, Su línea telefónica presenta ruido, tiene mucha interferencia y le impide escuchar y hablar bien.",Correo-e,u línea telefónica presenta ruido
Personalización y configuración equipo con número de inventario 51772 a nombre de Paola Segura Ramos,Correo-e,Personalización y configuración equipo con número de inventario 51772 a nombre de Paola Segura Ramos
Desbloqueo de contraseña,Ventanilla,Desbloqueo de contraseña
Falla de equipo con número de inventario 39137 a nombre de Socorro Elena Estrada Torres,Correo-e,Falla de equipo con número de inventario 39137 a nombre de Socorro Elena Estrada Torres
"Falla equipo con número de inventario 47513 a nombre de Socorro Elena Estrada Torres, apertura páginas de InterNet",Correo-e,Falla equipo con número de inventario 47513 a nombre de Socorro Elena Estrada Torres
Error al ingresar al sistema operativo equipo con número de inventario 47420 a nombre de Brenda Montserrat González Flores,Correo-e,Error al ingresar al sistema operativo equipo con número de inventario 47420 a nombre de  Brenda Montserrat González Flores
Equipo con número de inventario 54755 no prende a nombre de Irma Castellanos Roa.,Correo-e,Equipocon número de inventario 54755 no enciende
no se puede conectar al global protect,Teléfono,no se puede conectar al global protect
reporta que no puede abrir documentos pdf,Teléfono,reporta que no puede abrir documentos pdf
"Reporta problemas con auricular de cisco

MAC: 00235EB7A046

INV: 28488

EXT: 10240",Teléfono,Reporta problemas con auricular de cisco
"Desbloqueo de página de curso

: Capacitacion UED &lt;capacitacion_ued@hacienda.gob.mx",Correo-e,Desbloqueo de página de curso
revisar la red del piso 9,Teléfono,revisar la red del piso 9
"en seguimiento a nuestra comunicación telefónica, me permito hacerle llegar las direcciones de correo electrónico desde donde me reportan que se envían los comunicados y no se reciben los correos electrónicos. Mucho agradeceré su apoyo para que sea revisado el caso.

sparticular@osfe.gob.mx

[jfranco@osfe.gob.mx
stecnica@osfetabasco.gob.mx](mailto:jfranco@osfe.gob.mx%0bstecnica@osfetabasco.gob.mx%20)",Correo-e,Solicitud Apoyo no se reciben correos
Fijación de contraseña a nombre de Karla Guadalupe Gutiérrez Valenzuela,Teléfono,Fijación de contraseña a nombre de Karla Guadalupe Gutiérrez Valenzuela
Problemas de acceso a livelink,Correo-e,Problemas de acceso a livelink
Revisión equipo Carlos Alberto González Cedillo,Teléfono,Revisión equipo Carlos Alberto González Cedillo
Revisión equipo con número de inventario 39622 problemas con el Teams,Correo-e,Revisión equipo  con número de inventario 39622 problemas con  el Teams
Problemas en Global Protect usuaria trabajando en casa,Correo-e,Problemas en Global Protect
"En relación con los errores reportados anteriormente en la sección del registro de expedientes del SICSA, amablemente, solicito nuevamente su apoyo para atenderlos, ya que éstos se están repitiendo, como se detalla a continuación:

- En el apartado 13 del expediente por acción, el día 20 de febrero de 2023, la recomendación 018 estaba duplicada, como se indicó en el correo que antecede, y al día de hoy ya está registrada 3 veces; además, la recomendación 002 también se duplicó, sin que en ninguno de los casos se pueda eliminar la documentación repetida (adjunto pantallas).

Recomendaciones repetidas.",Correo-e,Error SICSA_expediente electrónico
"Buenas tardes, por medio del presente, informo que he tenido problemas con la conexión de GlobalProtect, por lo que también no puedo acceder a la unidad SIA, anexo captura de pantalla que muestra el fallo de conexión, por lo que me gustaría se pudiera dar una solución a este problema",Correo-e,problemas con el global protect
Reporta Reporta falla para visualizar el SCD,Teléfono,Reporta falla para visualizar el SCD
Alertas en Chrome equipo con número de inventario 51367,Ventanilla,Alertas en Chrome equipo con número de inventario  51367
el telefono con inventario 20369 no recibe llamadas,Teléfono,el telefono con inventario 20369 no recibe llamadas
Instalación en escaner al equipo 44921 a nombre de Gabriela Hernández de la Rosa,Correo-e,Instalación en escaner  al equipo 44921
"Por este conducto me permito requerir su apoyo, a efecto de revisar el mouse de la Subdirectora, Alicia Merari García Zamorano, ya que, no sirven los botones del mismo.

NOMBRE DE USUARIO

DIRECCIÓN DE CORREO ELECTRÓNICO

No. DE INVENTARIO

UBICACIÓN

Alicia Merari García Zamorano

amgarcia@asf.gob.mx

50726

Edificio A, Piso 2, Coyoacán",Correo-e,No funciona Mouse
